tokens_tags,frequency
फर्रुखाबाद_NN,116
पुरानी_JJ,26
निगम_NN,21
संस्था_NN,48
बेगमाबाद_NNP,1
नवाब_NN,7
ज़ाफर_XC,1
अली_NNP,28
बेगम_NN,3
रौकुवॅर_NN,1
चम्पावत_NNP,166
पश्चिम_JJ,88
बंगाल_NNP,95
बनगांव_NN,1
सर्वभारतीय_JJ,10
तृणमूल_JJ,10
कांग्रेस_NN,82
लिया_VM,216
शहडोल_XC,2
प्रदेश_NN,96
बसई_XC,4
गूजर_XC,2
बाह_NN,47
आगरा_NNP,157
निम्र_NNP,1
सितारगंज_NN,1
निर्वाचन_NN,37
उत्तराखण्ड_NN,74
70_QC,42
चनकोट_NN,1
डीडीहाट_NN,39
2_QC,509
विमान_XC,17
एयर_XC,33
फ्रांस_NN,51
एयरबस_NN,4
330_QC,6
200_QC,46
एफ_NN,7
पंजीकृत_JJ,9
31_QC,47
स्थानीय_JJ,69
उड़ान_NNP,21
भरी_VM,11
1960_QC,34
दशक_NN,83
प्रति_PSP,38
आय_XC,2
थी_VM,236
ये_DEM,272
ऊतक_NN,7
क्रमशः_RB,10
टूटने_VM,7
लगते_VAUX,9
जिससे_PRP,51
दन्त_XC,2
क्षय_RDP,1
छिद्र_XC,1
दातों_NN,1
छिद्र_NN,2
उत्पन्न_JJ,41
उपज़िला_NN,122
गोपालगञ्ज_XC,1
ज़िला_JJ,96
सदर_NN,129
यानी_CC,24
प्रशासनिक_JJ,206
वास्तव_NN,18
समीक्षक_NN,6
मधुबाला_NN,1
युग_NN,42
संज्ञा_NN,6
बढइया_NNP,1
कोल_XC,5
पुनपुन_XC,10
आईसीआईसीआई_JJ,1
मार्च_NNP,165
634_QC,2
अरब_XC,65
रुपये_NN,21
81_QC,11
अमेरिकन_XC,11
आस्तियों_NN,1
40_QC,43
8_QC,168
960_QC,3
लाख_QC,96
पश्चात्_PSP,27
897_QC,1
केन्द्रीय_JJ,44
विद्यालय_NN,38
1761_QC,2
सरकारी_JJ,46
विद्यालय_XC,29
5827_QC,1
स्वतंत्र_JJ,55
480_QC,2
जवाहर_XC,10
नवोदय_XC,1
तिब्बती_JJ,24
सम्मिलित_JJ,29
इलावा_NN,2
मान_XC,8
वलास्केस_NNP,3
सेगोविया_NN,2
आयापानेको_VM,1
अलेदा_JJ,1
बोलियां_NN,3
बोलते_VM,18
गोगनातला_NN,1
गैरसैण_NN,41
39_QC,10
ख़ान_NNP,16
एकमात्र_JJ,35
विश्व_XC,177
कप_NN,130
जीत_NN,31
सरजामदा_NN,1
प्रांत_NN,97
चन्द्रप्रकाश_XC,1
चौधरी_NNP,18
उन्होने_PRP,47
1950_QC,33
1970_QC,52
बॉलीवुड_NN,85
सैकड़ों_XC,5
गीतों_NN,10
गजलों_NN,1
दी_VM,107
ना_NEG,27
धुप्पे_VM,1
छावें_VM,1
हरभजन_XC,2
कविता_NN,142
–_VM,154
उसने_PRP,73
हालात_NN,1
किताब_NN,20
तोज़क_JJ,1
जहांगीर_NN,2
लिखे_VM,23
100_QC,87
तंबाला_NN,1
समविभाजित_JJ,5
बुलन्दशहर_NN,2
उच्छ_NN,1
मध्यकाल_NN,5
बरन_JJ,1
मारिया_XC,11
गोपर्ट_NNP,1
मेयर_XC,2
जर्मनी_NNP,53
मूल_NN,38
वैज्ञानिक_JJ,69
थीं_VM,65
भल्टवानी_JJ,1
वल्ली_NN,2
चौखुटिया_NNP,43
दलाल_NN,2
सांरगढ_NN,39
अल्मादेन_NN,1
नगरपालिका_NN,23
स्वायत्त_JJ,18
समुदाय_NN,59
कास्तील_XC,3
ला_QC,10
मांचा_NN,3
सूबे_NN,3
सिउदाद_XC,1
रियाल_NN,2
सथित_JJ,4
इसपर_PRP,10
लेखों_NN,10
80_QC,41
कुसमी_NN,1
ऍथेल्स्तन_NN,2
अंग्रेजी_NN,113
Æþ_VM,1
Æðā_NN,1
अर्थात_CC,29
कुलीन_JJ,7
पत्थर_NN,30
894_QC,2
939_QC,2
924_QC,1
927_QC,2
ई॰_NN,9
ऐंग्लों_NN,1
सक्सनों_NN,1
राजा_NN,63
अंग्रेजों_NN,24
मारगांव_NN,1
घण्टे_NN,3
दूरी_NN,82
कोइराला_NNP,3
नेपाली_JJ,32
मनोवैज्ञानिक_JJ,5
कथा_NN,41
नया_JJ,48
प्रयोग_NN,133
आरम्भ_NN,28
सूचना_NN,63
मांगन_NN,1
वाले_PSP,345
प्रदान_NN,109
प्रक्रिया_NN,32
स्वीडन_NN,30
कनाडा_NN,61
मैक्सिको_NN,5
मांगने_VM,4
तत्काल_RB,3
निशल्क_JJ,1
देने_VM,79
प्रावधान_NN,6
वर्षों_NN,66
प्रदर्शन_NN,74
बैंड_NN,48
आज_NN,142
दौरा_NN,23
करना_VM,141
रिकॉर्डिंग_NN,7
जारी_JJ,124
रखा_VM,105
अंग्रेज़ी_XC,20
लेखक_NNP,1
आर_RP,4
नारायण_NN,2
द_XC,284
गाइड_XC,1
डॉन_NN,2
1978_QC,44
संबद्ध_JJ,28
दानवुलपाडु_NNP,1
बेवाचबेवाच_NNP,1
एक्शन_XC,25
ड्रामा_XC,3
शृंखला_NN,77
लॉस_XC,24
एंजिलिस_NNP,5
काउंटी_NN,51
जीवनरक्षकों_NN,1
कैलिफोर्निया_NNP,15
समुद्री_JJ,27
तट_NN,100
कार्य_NN,208
बगीचा_NN,2
हिन्दू_NNP,1
औरतों_NN,1
पति_NN,10
चिता_NN,3
सती_NN,2
गवाह_NN,6
चट्टग्राम_JJ,5
नगर_NN,273
निकट_NST,66
दांव_NN,7
नीति_XC,5
अनुबंध_NN,10
पारस_XC,5
खामियाजा_NN,1
भोगना_VM,1
पड़ा_XC,71
क्योकि_CC,3
प्रतिद्घंदी_NN,1
किले_NN,32
चढ़ाई_NNP,4
सिर्फ_RB,34
पाने_VM,17
करता_VM,222
वो_DEM,14
नाटकों_NN,7
टेलीविजन_NN,48
प्रत्येक_QF,60
संसदीय_JJ,20
अधिवेशन_NN,5
अपना_PRP,138
उद्घाटनी_JJ,1
अभिभाषण_NN,2
देते_VM,18
मॉडलिंग_NN,10
सफलता_NN,45
पाकर_VM,2
कदम_NN,25
जॉहनी_JJ,1
निभाया_VM,24
सर_NN,39
फ़िलोमी_XC,1
टेलीटो_NNP,1
1945_QC,19
2011_QC,137
तुवालू_NN,7
कातालोन्या_NN,4
वीक_NN,1
हालही_NN,2
गीत_NN,49
सैटर्डे_XC,1
रिलीज़_NNP,58
हीट_XC,1
टीवी_XC,26
सिलेब्रिटी_NN,1
बिग_XC,11
ब्रदर_NNP,4
जनवरी_NN,26
जामिडि_NN,1
इच्चोड_JJ,9
5_QC,276
अर्थव्यवस्था_NN,17
उमरोली_NNP,1
उ_SYM,47
4_QC,266
यमकेश्वर_XC,102
नगरों_NN,9
सें_PSP,1
चलन_NN,5
कस्बों_NN,5
ग्रामों_NN,1
विशेष_JJ,118
लोप_NN,1
नुर_JJ,1
चीनी_NN,28
罗布泊_XC,1
óù_XC,1
ō_NNP,2
वर्तमान_NN,136
छोटे_JJ,91
छोटे_NN,11
खारी_JJ,3
झीलों_NN,12
टकलामकान_NN,1
कुरुकताग_NN,1
झिंगझियांग_NNP,1
घिरा_VM,33
गुडिण्डा_NNP,1
कोलागाड_NN,6
सतपुली_NN,59
यहीं_PRP,35
सन_XC,106
1527_QC,2
महाराणा_XC,9
प्रताप_NNP,6
राज्याभिषेक_NN,6
बडेथ_NN,2
ब_RP,17
धारावाहिक_NN,55
परंपरागत_JJ,12
विवाह_NN,34
प्यार_NN,39
दर्शाता_VM,9
क़े_NNP,1
एफ_XC,24
विश्वविद्यालय_XC,29
कृष्ण_XC,21
धर्मार्थ_XC,1
फाउंडेशन_XC,2
भोपाल_NN,13
मध्य_XC,68
निजी_JJ,34
विश्वविद्यालय_NN,179
धावाही_NN,1
भावनापुर_NNP,1
फूलपुर_NN,68
अजान_XC,1
औरंगाबाद_NNP,30
गंगा_XC,7
ब्रह्मपुत्र_NN,6
मुहाने_NN,8
देश_NN,406
प्रतिवर्ष_NN,15
मौसमी_NN,2
उत्पात_NN,1
शिकार_NN,28
चक्रवात_NN,9
लेंगपुइ_NN,1
हवाई_XC,43
अड्डा_XC,1
बडआ_JJ,2
अड्डा_NN,18
जिसका_PRP,273
सरकार_NNP,85
कराया_VM,27
चक_JJ,40
लखनकोट_NN,1
पार्वती_NNP,4
सिन्धु_XC,9
संगम_NN,22
नगरी_NN,14
पद्मावती_VM,1
बसी_VM,7
हुई_VAUX,83
उक्त_JJ,5
कच्छप_NN,1
पीठ_NN,17
घेरा_NN,1
योजन_NN,1
वैसे_PRP,18
कोबाल्ट_NNP,3
60_QC,38
परमाणु_XC,29
संयंत्रों_NN,2
क्रिया_NN,13
उपफल_NN,1
स्मिथ_NN,9
पेशेवर_NN,6
बैंकर_VM,3
ऑस्ट्रेलिया_NNP,68
कॉमनवेल्थ_XC,5
20_QC,177
साउथ_XC,10
वेल्स_NNP,35
पुरस्कार_XC,4
भारतीय_NNP,4
भाषाएं_NN,26
आती_VM,35
तमिल_JJ,93
तेलुगू_XC,6
मलयालम_NN,21
कन्नड़_NN,8
वीं_XC,123
सदी_NNP,75
पक्षी_NN,42
मानव_NN,23
अत्याधिक_INTF,2
किये_VM,106
विलुप्त_JJ,13
लोग_NN,191
बाले_JJ,1
बाबा_NN,18
जानते_VM,16
पौराणिक_JJ,30
सन्दर्भ_NN,11
बताते_VM,11
छपकी_NN,1
बरौनी_JJ,6
शुरू_NN,149
स्_SYM,48
त्री_XC,1
विमर्श_NN,2
निम्_XC,1
नवर्गीय_NNP,1
प्रसंगों_NN,1
दास्_XC,1
तान_NN,2
स्_XC,15
त्री_NNP,2
देह_NN,1
पुरुष_XC,16
समाज_NN,77
खिलाफ_PSP,33
लेखक_NN,127
औजार_NN,1
हथियार_NN,6
थापित_JJ,1
ोंगीतराई_NN,1
रायगढ_XC,55
शेरुडुकपेन_XC,1
शेरगांव_NN,1
रूपा_XC,2
पश्चिम_NN,195
कामेंग_XC,1
अरुणाचल_XC,15
बोमडिला_NN,1
दक्षिण_NN,126
तेंगपानी_JJ,1
घाटी_NN,25
प्रकार_NN,166
रोग_NN,80
शरीर_NN,76
किसी_PRP,181
अंग_NN,32
सीमित_JJ,26
जैसे_CC,91
स्वप्रतिरक्षित_JJ,1
थॉयराय_XC,1
शोथ_NN,2
स्थानों_NN,32
प्रभावित_JJ,55
सिमलिपाल_NN,1
राष्ट्रीय_JJ,330
उद्यान_NN,51
ओडीशा_NN,1
मयूरभंज_NN,2
अनुसूचित_JJ,21
जिला_NN,96
हाथी_NN,16
अभयारण्य_NN,10
तेरेस्सा_XC,1
87_QC,8
मीटर_NN,124
ऊंचाई_NN,82
एकता_XC,5
कपूर_NN,66
शोभा_XC,5
ऑस्ट्रिया_XC,1
–_NNP,33
हंगरी_NN,9
सम्राट_XC,20
फ़्रांज़_NNP,2
योसेफ़_RDP,2
सम्मान_NN,73
चुतर_NN,4
हत्याकांड_NN,2
जून_NNP,150
राजस्थान_NNP,128
जैसलमेर_JJ,3
ज़िले_NN,237
मोकळा_NN,1
निवासी_NN,36
21_QC,81
वर्षीय_JJ,9
सोढ़ा_XC,1
कि_RP,31
पुलिस_NN,52
हिस्ट्रीशीटर_NN,2
उसका_PRP,55
एनकाउंटर_NN,2
दिया_VAUX,301
लेकिन_CC,275
राजपूत_JJ,5
मानकर_VM,3
हत्या_NN,31
पनौरा_NN,2
कोश्यांकुटोली_JJ,33
नैनीताल_XC,338
अंगूर_NN,3
दूघ_NN,1
समान_PSP,31
पोषक_JJ,9
कंचेल_NNP,1
नंदिगाम_NN,4
ट्रेल_NN,2
पे_PSP,61
चार_QC,133
इमारतें_NN,11
एंग्लिकन_XC,2
सम्प्रदाय_NN,8
मेथोडिज़्म_JJ,1
रोमन_NN,26
कैथोलिक_JJ,12
सम्प्रदायों_NN,1
1374_QC,1
बहमनी_JJ,1
हराकर_VM,59
तुंगभद्रा_XC,1
कृष्णा_RDP,1
दोआब_NN,1
नियंत्रण_NN,41
गोवा_NN,21
ओरया_NN,1
अधिकार_NN,63
बुक्क_NN,2
सिलोन_NNP,2
जाफ़ना_XC,2
मालाबार_NN,1
ज़ेमोरिनों_NN,1
परास्त_JJ,8
सीतापुर_NNP,3
सराय_NN,13
पीठ_VM,2
हंडिया_VAUX,15
1919_QC,9
500_QC,33
शाही_JJ,23
मुन्सिगञ्ज_NN,1
सदर_JJ,135
उपजिला_NN,64
जोकी_NN,105
तृतीय_QO,102
स्तर_NN,177
अञ्चल_NN,113
अधीन_JJ,133
टीनेज_NN,5
म्यूटेंट_XC,3
निंजा_XC,5
टर्टल्स_NNP,4
2003_QC,79
श्रृंखला_XC,6
एनिमेटेड_XC,12
न्यूयॉर्क_JJ,16
मानसिंहपुर_XC,1
फतुहा_NNP,7
मिथुन_XC,2
चक्रवर्ती_NNP,13
रंजीता_NN,2
कौर_NN,13
परिपक्व_JJ,1
अभी_PRP,52
12_QC,141
प्रकाशित_JJ,80
चुके_VAUX,116
परिवहन_NN,14
व्यवस्था_NN,42
अधिकतम_JJ,15
गति_NN,34
किमी_NN,184
घंटा_NN,5
50_QC,61
मील_NN,91
रखी_VM,29
सेकेंड_NN,1
रुकती_VM,1
फुलांग_NNP,1
खुलना_VM,12
विभाग_NN,212
झिनाइदह_XC,1
ज़िले_NNP,93
उपजिला_JJ,173
समेत_PSP,105
उपज़िले_NN,91
झिनाइदह_NN,2
अभिलेख_NN,7
शुक्र_NN,12
उदय_NN,6
समयों_NN,2
सूर्योदय_NN,4
सूर्यास्त_JJ,1
सूर्य_NN,36
संबंधी_JJ,21
उदयता_NN,1
अस्तता_NN,1
क्षितिज_NN,2
पहली_QO,166
आखिरी_JJ,13
दृश्यता_NN,1
तिथियों_NN,1
रुप_NN,36
दर्ज_JJ,19
सात_QC,60
प्रतियोगिता_NN,61
विजेता_NN,34
रह_VM,85
धनियाखान_JJ,1
तल्ला_NN,28
प्रतिशत_NN,45
रेत_NN,11
टीलों_NN,2
सजा_VM,1
आने_VM,62
बडे_JJ,11
राजवंशो_NN,2
राजस्थली_NN,1
काने_XC,1
खलपाटी_NNP,1
विधान_JJ,299
झांसी_XC,2
बबीना_NN,1
अ_SYM,78
जा_VAUX,282
बसपा_NN,34
सुरे_VM,1
द्वाराहाट_NN,46
मीठी_JJ,3
महक_VM,1
रहती_VAUX,5
भटपुरा_XC,1
साईतानो_NNP,1
सान_NN,8
मिलान_VM,2
ऐ_SYM,7
साईंतानो_NN,1
बारोक_JJ,4
शैली_NN,71
नीलम_JJ,4
प्रकृति_NN,21
मिलता_VM,51
कृत्रिम_JJ,19
चकखेड़िया_XC,1
गांनी_JJ,1
ब्रूनेई_NN,2
ध्वज_NN,84
सिरमौर_XC,1
जाति_NN,72
आरक्षित_JJ,9
कबीरुद्दीनपुर_XC,1
मूलों_NN,1
बेसेज़_NNP,1
भागों_NN,51
अक्रोत्तिरी_JJ,1
धेकेलिया_NNP,1
विभाजित_JJ,41
पुराण_NN,26
कहता_VM,10
दाउद_NN,2
पवित्र_JJ,36
भजन_NN,7
रचे_VM,2
इंद्रप्रस्थ_JJ,1
यमुना_XC,10
नदी_NNP,58
पांडवों_NNP,3
महाभारत_NN,18
बसाया_VM,15
राजनीति_NN,40
सार्थक_JJ,9
दीव_NN,3
पूर्वी_JJ,109
पुर्तगाली_XC,10
कैथ्रेडल_NN,1
प्रिंस_XC,10
पर्शिया_NNP,4
सैंड्स_XC,1
टाइम_XC,11
त्रिविमीय_JJ,1
पीढ़ी_NN,8
एक्शन_NN,5
रोमांचयुक्त_JJ,1
वीडियो_XC,25
गेम_NN,24
यूबीसॉफ्ट_NN,1
वर्तमान_JJ,60
आंकड़ों_NN,9
अनुसार_PSP,234
32_QC,21
छात्रों_NN,20
परीक्षाएं_NN,2
संचालित_JJ,38
रतमोली_NNP,1
बागेश्वर_NN,57
बागेश्वर_XC,210
निर्माणकार्य_NN,4
पूरा_JJ,70
सामन्यत_NN,1
संसद_NN,45
बहुमत_JJ,4
हासिल_NN,43
दल_NN,81
नेता_NN,44
2005_QC,94
पद्म_XC,29
भूषण_NN,17
लाल_JJ,67
जांगडे_JJ,1
वरिष्ठ_JJ,52
